seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CM001439.1|provirus_4291079_4307320	16242	Provirus	4291079-4307320	20	11	0.9358	NA	0	13.3237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CM001439.1|provirus_33442_49363	15922	Provirus	33442-49363	19	11	0.9210	NA	0	11.0159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016793.1|provirus_969468_1004029	34562	Provirus	969468-1004029	61	11	0.9452	NA	12	40.5474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016793.1|provirus_2129847_2165280	35434	Provirus	2129847-2165280	41	11	0.9392	NA	8	39.7253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016793.1|provirus_640426_719455	79030	Provirus	640426-719455	127	11	0.9273	NA	7	64.6541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP016793.1|provirus_1488142_1494138	5997	Provirus	1488142-1494138	8	11	0.8811	NA	0	7.3188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP017717.1|provirus_9905512_9941489	35978	Provirus	9905512-9941489	48	11	0.9579	NA	6	34.7614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025299.1|provirus_879897_932375	52479	Provirus	879897-932375	90	11	0.9726	NA	12	71.2172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP025299.1|provirus_1821880_1877237	55358	Provirus	1821880-1877237	50	11	0.8991	NA	1	12.4616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029188.1|provirus_7023616_7148912	125297	Provirus	7023616-7148912	129	11	0.9106	NA	3	38.9210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027929.1|provirus_1595591_1615918	20328	Provirus	1595591-1615918	22	11	0.9718	NA	4	14.6279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031455.1|provirus_7952890_7985842	32953	Provirus	7952890-7985842	39	11	0.9681	NA	8	47.2043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031455.1|provirus_1532645_1573660	41016	Provirus	1532645-1573660	50	11	0.9557	NA	9	42.4014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031455.1|provirus_3607739_3633659	25921	Provirus	3607739-3633659	27	11	0.9474	NA	4	19.5892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031455.1|provirus_3674629_3693875	19247	Provirus	3674629-3693875	27	11	0.8622	NA	1	11.1416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048641.1|provirus_3962717_3973596	10880	Provirus	3962717-3973596	16	11	0.9519	NA	1	19.3138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058322.1|provirus_1894231_1914122	19892	Provirus	1894231-1914122	26	11	0.9148	NA	2	10.2377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079113.1|provirus_1702581_1712957	10377	Provirus	1702581-1712957	11	11	0.9164	NA	0	5.2843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072941.1|provirus_9652697_9660707	8011	Provirus	9652697-9660707	11	11	0.9538	NA	0	15.9376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083267.1|provirus_6624107_6659585	35479	Provirus	6624107-6659585	51	11	0.9591	NA	6	46.1609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084204.1|provirus_3753096_3771498	18403	Provirus	3753096-3771498	24	11	0.9285	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_6409181_6436350	27170	Provirus	6409181-6436350	42	11	0.9592	NA	8	37.0508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_2835731_2872338	36608	Provirus	2835731-2872338	53	11	0.9521	NA	8	37.8045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_1972318_2002143	29826	Provirus	1972318-2002143	40	11	0.9501	NA	6	29.0951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_4610843_4620565	9723	Provirus	4610843-4620565	9	11	0.9237	NA	0	8.1195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_5823307_5838640	15334	Provirus	5823307-5838640	20	11	0.9231	NA	0	9.9149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_4631061_4648129	17069	Provirus	4631061-4648129	22	11	0.9039	NA	0	11.6226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102415.1|provirus_285180_334766	49587	Provirus	285180-334766	65	11	0.8059	NA	0	15.2402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP118614.1|provirus_162286_196995	34710	Provirus	162286-196995	50	11	0.9676	NA	10	45.6569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP118614.1|provirus_1553465_1566289	12825	Provirus	1553465-1566289	15	11	0.8046	NA	0	7.6364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120422.1|provirus_5195117_5226311	31195	Provirus	5195117-5226311	51	11	0.9706	NA	5	18.6040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120422.1|provirus_946_63290	62345	Provirus	946-63290	81	11	0.9673	NA	7	62.7316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120422.1|provirus_6440325_6513550	73226	Provirus	6440325-6513550	96	11	0.9611	NA	7	69.0388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP124863.1|provirus_1068899_1105330	36432	Provirus	1068899-1105330	47	11	0.9647	NA	12	58.3530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP124863.1|provirus_2528182_2559061	30880	Provirus	2528182-2559061	29	11	0.8518	NA	0	7.1029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP129915.1|provirus_3568141_3596051	27911	Provirus	3568141-3596051	36	11	0.9713	NA	12	44.5537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP129915.1|provirus_6769043_6815535	46493	Provirus	6769043-6815535	67	11	0.9409	NA	7	44.2481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP129915.1|provirus_3235289_3281328	46040	Provirus	3235289-3281328	57	11	0.9366	NA	8	36.6509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP136652.1|provirus_180141_215416	35276	Provirus	180141-215416	52	11	0.9523	NA	12	38.8654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP136652.1|provirus_6035884_6055209	19326	Provirus	6035884-6055209	22	11	0.9464	NA	1	22.5075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JABBGE010000005.1|provirus_1_80673	80673	Provirus	1-80673	120	11	0.9150	NA	7	69.5481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACGSQ010000007.1|provirus_272164_280211	8048	Provirus	272164-280211	12	11	0.9512	NA	0	17.6559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JACJID010000002.1|provirus_1258278_1308670	50393	Provirus	1258278-1308670	69	11	0.9471	NA	6	49.7490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JADPDM010000031.1	20078	No terminal repeats	NA	17	11	0.8234	NA	1	4.6083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAFBCM010000001.1|provirus_5809218_5845731	36514	Provirus	5809218-5845731	62	11	0.9739	NA	10	46.4947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGIOZ010000003.1|provirus_1201834_1240145	38312	Provirus	1201834-1240145	61	11	0.9769	NA	13	53.6976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGIOZ010000003.1|provirus_3378080_3428524	50445	Provirus	3378080-3428524	64	11	0.9608	NA	10	57.7197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAGIOZ010000003.1|provirus_2689247_2703086	13840	Provirus	2689247-2703086	16	11	0.9493	NA	0	7.1301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_008278.1|provirus_2904220_2947078	42859	Provirus	2904220-2947078	41	11	0.9215	NA	3	25.9167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_008278.1|provirus_2981280_3014890	33611	Provirus	2981280-3014890	50	11	0.8778	NA	1	21.1468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046623.1|provirus_671715_689588	17874	Provirus	671715-689588	25	11	0.9270	NA	1	29.0400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054528.1|provirus_2496318_2535886	39569	Provirus	2496318-2535886	56	11	0.9760	NA	8	66.1951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP086174.1|provirus_1118412_1131401	12990	Provirus	1118412-1131401	24	11	0.9326	NA	3	15.3735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP096563.1|provirus_3554641_3572341	17701	Provirus	3554641-3572341	20	11	0.9487	NA	3	5.2750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122563.1|provirus_1011585_1049334	37750	Provirus	1011585-1049334	53	11	0.9722	NA	9	40.9202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJJY01000001.1|provirus_5666390_5679980	13591	Provirus	5666390-5679980	13	11	0.8404	NA	0	5.6977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJJY01000001.1|provirus_5620574_5652896	32323	Provirus	5620574-5652896	31	11	0.7982	NA	1	10.2199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RJJY01000001.1|provirus_3927184_3942448	15265	Provirus	3927184-3942448	16	11	0.7224	NA	8	13.3137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP024135.1|provirus_6883239_6942475	59237	Provirus	6883239-6942475	104	11	0.9600	NA	6	77.9920	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP024135.1|provirus_1238838_1248253	9416	Provirus	1238838-1248253	14	11	0.8778	NA	2	7.8547	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BLIP01000001.1|provirus_471167_559852	88686	Provirus	471167-559852	159	11	0.9547	NA	9	76.9443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMUW01000001.1|provirus_1182900_1195887	12988	Provirus	1182900-1195887	19	11	0.8594	NA	1	20.6714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BMVC01000002.1|provirus_84623_118758	34136	Provirus	84623-118758	40	11	0.9658	NA	10	44.8130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BNEL01000001.1|provirus_240050_256018	15969	Provirus	240050-256018	11	11	0.8648	NA	0	4.3658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BONS01000020.1|provirus_76683_109540	32858	Provirus	76683-109540	45	11	0.9677	NA	9	39.0729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041244.1|provirus_5208605_5245294	36690	Provirus	5208605-5245294	46	11	0.9668	NA	7	43.0023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041244.1|provirus_6581353_6619098	37746	Provirus	6581353-6619098	52	11	0.9655	NA	8	43.5642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041244.1|provirus_456739_523875	67137	Provirus	456739-523875	88	11	0.9383	NA	8	47.0662	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP041244.1|provirus_641896_754585	112690	Provirus	641896-754585	180	11	0.9306	NA	6	78.2546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP051010.1|provirus_4242740_4265693	22954	Provirus	4242740-4265693	29	11	0.9143	NA	0	14.4751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP051010.1|provirus_5813687_5855497	41811	Provirus	5813687-5855497	54	11	0.8905	NA	0	18.8320	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP051010.1|provirus_9436387_9464916	28530	Provirus	9436387-9464916	28	11	0.8348	NA	1	8.9002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062951.1|provirus_635795_674463	38669	Provirus	635795-674463	58	11	0.9769	NA	12	61.6253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062951.1|provirus_1210546_1255403	44858	Provirus	1210546-1255403	65	11	0.9693	NA	10	62.9774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070242.1|provirus_3840310_3897450	57141	Provirus	3840310-3897450	85	11	0.9300	NA	10	52.0126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076385.1|provirus_1654051_1692709	38659	Provirus	1654051-1692709	53	11	0.9691	NA	10	69.0066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084020.1|provirus_356061_414116	58056	Provirus	356061-414116	88	11	0.9785	NA	18	92.9060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP084020.1|provirus_1231608_1276623	45016	Provirus	1231608-1276623	68	11	0.9716	NA	10	66.8915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092470.1|provirus_1210534_1302912	92379	Provirus	1210534-1302912	90	11	0.7246	NA	0	7.4135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097800.1|provirus_5906525_5944295	37771	Provirus	5906525-5944295	59	11	0.9655	NA	12	58.0520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097800.1|provirus_5309942_5359707	49766	Provirus	5309942-5359707	73	11	0.9492	NA	13	48.6133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097800.1|provirus_3519874_3528296	8423	Provirus	3519874-3528296	9	11	0.9425	NA	0	4.3208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097800.1|provirus_5243108_5296866	53759	Provirus	5243108-5296866	62	11	0.9279	NA	6	41.2306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097289.1|provirus_914942_1004688	89747	Provirus	914942-1004688	156	11	0.9645	NA	7	91.5436	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP098740.1|provirus_1760869_1800655	39787	Provirus	1760869-1800655	63	11	0.9570	NA	5	44.1569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101750.1|provirus_1153871_1207623	53753	Provirus	1153871-1207623	94	11	0.9540	NA	14	74.7310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101750.1|provirus_4294242_4307248	13007	Provirus	4294242-4307248	20	11	0.9196	NA	1	22.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104317.1|provirus_3215193_3244085	28893	Provirus	3215193-3244085	28	11	0.7974	NA	0	5.2655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104794.1|provirus_4719601_4739458	19858	Provirus	4719601-4739458	27	11	0.9007	NA	1	11.6419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP113837.1|provirus_3767212_3810019	42808	Provirus	3767212-3810019	49	11	0.9627	NA	9	38.4652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP116355.1|provirus_2930829_2941695	10867	Provirus	2930829-2941695	22	11	0.8714	NA	1	9.3002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP118574.1|provirus_1334932_1392108	57177	Provirus	1334932-1392108	76	11	0.9714	NA	6	43.2603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP118574.1|provirus_7106281_7200491	94211	Provirus	7106281-7200491	118	11	0.9491	NA	14	60.4680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP118574.1|provirus_4231648_4245503	13856	Provirus	4231648-4245503	22	11	0.7949	NA	0	3.4761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP120743.1|provirus_5295920_5335548	39629	Provirus	5295920-5335548	39	11	0.7907	NA	0	5.6417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP127173.1|provirus_2168394_2203908	35515	Provirus	2168394-2203908	45	11	0.9710	NA	12	46.1059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP127173.1|provirus_853852_865292	11441	Provirus	853852-865292	16	11	0.9646	NA	0	8.6159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130426.1|provirus_5421136_5443249	22114	Provirus	5421136-5443249	27	11	0.9757	NA	7	27.7485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130426.1|provirus_3262858_3301389	38532	Provirus	3262858-3301389	61	11	0.9490	NA	8	41.7690	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130426.1|provirus_5317228_5356280	39053	Provirus	5317228-5356280	60	11	0.9459	NA	9	30.3628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130426.1|provirus_4998902_5005721	6820	Provirus	4998902-5005721	8	11	0.9293	NA	0	7.7168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130426.1|provirus_4246480_4257850	11371	Provirus	4246480-4257850	14	11	0.8780	NA	2	4.5525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP130426.1|provirus_4958625_4978782	20158	Provirus	4958625-4978782	23	11	0.8737	NA	0	8.5823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP136653.1|provirus_4796695_4851664	54970	Provirus	4796695-4851664	76	11	0.9795	NA	10	51.3815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMDJ01000266.1|provirus_26622_56894	30273	Provirus	26622-56894	37	11	0.9431	NA	3	29.5891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMDJ01000266.1|provirus_945_17235	16291	Provirus	945-17235	19	11	0.9056	NA	2	11.1659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FMHW01000002.1|provirus_7608341_7624577	16237	Provirus	7608341-7624577	27	11	0.9473	NA	2	9.3653	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FNSB01000001.1|provirus_2413451_2424504	11054	Provirus	2413451-2424504	16	11	0.8933	NA	0	6.0398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FNTD01000004.1|provirus_733299_787945	54647	Provirus	733299-787945	94	11	0.9665	NA	9	81.8064	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_FNTW01000002.1|provirus_5346414_5362543	16130	Provirus	5346414-5362543	21	11	0.8678	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GG657738.1|provirus_4555333_4602326	46994	Provirus	4555333-4602326	73	11	0.9588	NA	10	49.9582	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL877172.1|provirus_1596574_1678887	82314	Provirus	1596574-1678887	121	11	0.9539	NA	7	61.7449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL877172.1|provirus_4370214_4405880	35667	Provirus	4370214-4405880	51	11	0.9453	NA	0	28.1023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL877172.1|provirus_3543503_3559630	16128	Provirus	3543503-3559630	21	11	0.8929	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_GL877172.1|provirus_2143630_2156427	12798	Provirus	2143630-2156427	15	11	0.8310	NA	0	4.3614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAALLH010000001.1|provirus_7290541_7388947	98407	Provirus	7290541-7388947	127	11	0.9268	NA	12	68.5382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAATOJ010000066.1|provirus_36015_45311	9297	Provirus	36015-45311	12	11	0.9692	NA	2	16.3866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_JAATOJ010000066.1|provirus_2_25158	25157	Provirus	2-25158	34	11	0.8981	NA	5	19.4619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RKQG01000001.1|provirus_3659417_3706485	47069	Provirus	3659417-3706485	82	11	0.9518	NA	8	62.7875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RKQG01000001.1|provirus_3512329_3525255	12927	Provirus	3512329-3525255	17	11	0.8983	NA	2	7.7161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RZUJ01000004.1|provirus_13316_55307	41992	Provirus	13316-55307	61	11	0.9782	NA	8	61.1923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RSFG01000002.1|provirus_1758885_1794761	35877	Provirus	1758885-1794761	46	11	0.9331	NA	1	22.7912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RSFG01000002.1|provirus_1807574_1846313	38740	Provirus	1807574-1846313	33	11	0.7495	NA	3	6.4934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BSEV01000001.1|provirus_668163_686368	18206	Provirus	668163-686368	38	11	0.9357	NA	2	16.9558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BSEV01000001.1|provirus_694131_727261	33131	Provirus	694131-727261	53	11	0.9229	NA	7	24.5165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_PVLV01000007.1	39810	No terminal repeats	NA	41	11	0.8627	NA	1	8.7509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_WBOF01000001.1|provirus_4448977_4504447	55471	Provirus	4448977-4504447	87	11	0.9443	NA	7	45.8019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BQUN01000113.1|provirus_80952_94894	13943	Provirus	80952-94894	25	11	0.9039	NA	0	14.0585	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BOOZ01000060.1|provirus_1_9406	9406	Provirus	1-9406	13	11	0.9394	NA	0	10.3139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_SIHY01000001.1|provirus_31055_79240	48186	Provirus	31055-79240	76	11	0.9717	NA	13	47.3219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_UGGQ01000006.1|provirus_1720661_1741408	20748	Provirus	1720661-1741408	27	11	0.9324	NA	5	19.7616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LIXI01000004.1|provirus_476542_492386	15845	Provirus	476542-492386	20	11	0.9088	NA	1	25.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_BBPQ01000035.1|provirus_71662_87368	15707	Provirus	71662-87368	18	11	0.9073	NA	2	11.2537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_MWRW01000001.1|provirus_449606_464056	14451	Provirus	449606-464056	25	11	0.9610	NA	3	15.2104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_PHNC01000031.1|provirus_451559_488597	37039	Provirus	451559-488597	47	11	0.9534	NA	10	49.5500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_QFWW01000059.1|provirus_34472_50447	15976	Provirus	34472-50447	18	11	0.9740	NA	6	14.3180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RCHV01000002.1|provirus_3614991_3665961	50971	Provirus	3614991-3665961	74	11	0.9625	NA	13	57.1590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_RCHV01000002.1|provirus_2017156_2065212	48057	Provirus	2017156-2065212	70	11	0.9519	NA	13	60.2983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP026691.1|provirus_2321567_2372935	51369	Provirus	2321567-2372935	82	11	0.9761	NA	7	68.1684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
