seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_SDIG01000193.1	11324	No terminal repeats	11	11	0.9714	NA	0	3.5361	NA	NA
NZ_SHRO01000036.1	9622	No terminal repeats	7	11	0.7842	NA	0	1.6628	NA	NA
NZ_SHSD01000041.1	13289	No terminal repeats	13	11	0.8376	NA	0	1.6628	NA	NA
NZ_SHTM01000023.1	16359	No terminal repeats	15	11	0.7735	NA	0	1.6628	NA	NA
NZ_SMKG01000030.1	41639	No terminal repeats	45	11	0.9090	NA	0	1.5713	NA	NA
NZ_SOPN01000060.1	22153	ITR	21	11	0.9832	NA	0	5.5182	NA	NA
NZ_SOFA01000045.1	17393	No terminal repeats	17	11	0.9839	NA	0	6.7617	NA	NA
NZ_SPAY01000237.1	32455	No terminal repeats	25	11	0.9791	NA	2	0.4956	MOBP1	NF033083
NZ_VCJO01000036.1	13687	No terminal repeats	13	11	0.9838	NA	0	3.4477	NA	NF033068
NZ_PCGT01000020.1	44807	No terminal repeats	49	11	0.9881	NA	0	6.0832	NA	NA
NZ_PDKQ02000066.1	20719	No terminal repeats	23	11	0.9907	NA	0	9.2884	NA	NA
NZ_QVOF01000013.1	339192	No terminal repeats	362	11	0.9881	NA	0	79.4937	NA	NA
NZ_VTHJ01000027.1	112680	No terminal repeats	98	11	0.9856	NA	6	6.9724	MOBP1;MOBP1;MOBP1	NA
NZ_WMBA01000044.1	69549	No terminal repeats	79	11	0.9643	NA	0	5.8512	NA	NF033134
NZ_WWIK01000795.1	44993	No terminal repeats	42	11	0.9826	NA	2	0.7825	MOBP1	NF000373
NZ_WWJO01000771.1	5804	No terminal repeats	4	11	0.8699	NA	0	2.1035	NA	NF012174
NZ_PYAI01000417.1	41597	No terminal repeats	43	11	0.7621	NA	0	1.7509	NA	NF000339;NF033103
NZ_QEST01000055.1	14386	No terminal repeats	14	11	0.9916	NA	2	3.3819	MOBP1	NA
NZ_SHPQ01000008.1	13392	No terminal repeats	14	11	0.8059	NA	0	1.6628	NA	NA
NZ_SMLD01000099.1	36132	No terminal repeats	37	11	0.9455	NA	0	4.4793	NA	NA
NZ_QGSY01000175.1	103141	No terminal repeats	87	11	0.8562	NA	0	6.7549	NA	NF012178
NZ_QLLY01000016.1	233304	No terminal repeats	193	11	0.9879	NA	3	33.6060	NA	NF000095
NZ_QOLA01000024.1	111435	No terminal repeats	100	11	0.9885	NA	0	11.1177	NA	NF033105
NZ_RAIE01000763.1	24760	No terminal repeats	17	11	0.9540	NA	0	3.7718	NA	NA
NZ_RAIG01000561.1	31759	No terminal repeats	33	11	0.9741	NA	0	3.3110	NA	NA
NZ_RSFG01000006.1	311848	No terminal repeats	303	11	0.9880	NA	6	61.6045	NA	NF033105;NF000469;NF033476;NF000088
NZ_SHPY01000040.1	10658	No terminal repeats	9	11	0.8640	NA	0	1.6628	NA	NA
NZ_SJKB01000021.1	99160	No terminal repeats	111	11	0.9578	NA	1	2.7013	NA	NA
NZ_WKJX01000012.1	27988	No terminal repeats	24	11	0.9823	NA	0	2.9121	NA	NA
NZ_WPIR01000067.1	26856	No terminal repeats	22	11	0.9800	NA	0	5.6984	NA	NA
NZ_WQLQ01000041.1	64354	No terminal repeats	63	11	0.9813	NA	0	5.6917	NA	NA
NZ_QHJO01000147.1	19938	No terminal repeats	17	11	0.9779	NA	0	5.4817	NA	NA
NZ_QHKI01000027.1	145764	No terminal repeats	154	11	0.9039	NA	0	0.3815	NA	NF033476
NZ_QLMZ01000070.1	14743	No terminal repeats	14	11	0.7631	NA	0	4.7717	NA	NA
NZ_QLNC01000014.1	90324	No terminal repeats	84	11	0.9118	NA	0	8.5701	NA	NF000095;NF012174
NZ_RHFF01000042.1	7504	No terminal repeats	7	11	0.7397	NA	0	0.0000	NA	NA
NZ_SDLU01000017.1	206024	No terminal repeats	186	11	0.9469	NA	1	2.7162	NA	NF033068;NF033135
NZ_SHPM01000035.1	14511	No terminal repeats	13	11	0.7741	NA	0	1.6628	NA	NA
NZ_SHPR01000041.1	14593	No terminal repeats	13	11	0.8222	NA	0	1.6628	NA	NA
NZ_VFPA01000009.1	147617	No terminal repeats	147	11	0.9839	NA	2	19.2778	NA	NF033476;NF033129;NF012178
NZ_VMNX01000022.1	61330	No terminal repeats	54	11	0.9876	NA	2	7.1833	MOBP1	NF033083
NZ_VSZX01000031.1	8857	No terminal repeats	8	11	0.9265	NA	0	1.7183	NA	NA
NZ_WKJW01000131.1	13982	No terminal repeats	12	11	0.9871	NA	0	3.3345	NA	NA
NZ_WTLH01000002.1	89762	No terminal repeats	94	11	0.9889	NA	4	5.1213	MOBP1	NF033083
NZ_WWHM01000193.1	41035	No terminal repeats	40	11	0.9708	NA	0	4.7158	NA	NA
NZ_UPHP01000157.1	5474	No terminal repeats	4	11	0.8511	NA	0	1.3199	NA	NA
NZ_VDEQ01000109.1	29675	No terminal repeats	29	11	0.9767	NA	0	3.3372	NA	NA
NZ_VWVV01000003.1	381946	No terminal repeats	343	11	0.9807	NA	7	7.7603	virb4	NF000025;NF033134;NF000088;NF012174;NF033068;NF033135;NF033068
NZ_WMBY01000012.1	28217	No terminal repeats	24	11	0.9872	NA	0	2.9121	NA	NA
NZ_WTLH01000166.1	12891	No terminal repeats	12	11	0.9861	NA	0	0.8301	NA	NA
NZ_WWHI01001372.1	14606	No terminal repeats	13	11	0.8974	NA	0	2.8152	NA	NA
NZ_WWHN01001476.1	41242	No terminal repeats	47	11	0.9914	NA	2	2.4618	MOBP1	NF033068
NZ_WWHX01000087.1	8526	No terminal repeats	8	11	0.9146	NA	0	2.4073	NA	NA
NZ_WWIW01000536.1	43747	No terminal repeats	37	11	0.9878	NA	2	5.4974	MOBP1	NF033068
NZ_WWKI01000161.1	16972	No terminal repeats	19	11	0.7039	NA	0	3.0660	NA	NA
NZ_WXEW01000009.1	451006	No terminal repeats	403	11	0.9130	NA	0	1.6117	NA	NF033105;NF000091;NF033087;NF033115;NF033145
NZ_WWIC01000192.1	50997	No terminal repeats	48	11	0.9418	NA	0	3.4260	NA	NF033135;NF033145
NZ_WWIX01000444.1	6945	No terminal repeats	10	11	0.9047	NA	0	1.6217	NA	NA
NZ_BCRR01000028.1	76813	No terminal repeats	80	11	0.9802	NA	0	1.6235	NA	NF033068;NF033068;NF033068
NZ_JOEI01000029.1	145474	No terminal repeats	139	11	0.8887	NA	0	3.9232	NA	NF012174;NF033134;NF012178
NZ_JAAGMA010000703.1	98730	No terminal repeats	107	11	0.9854	NA	3	1.9998	MOBP1	NA
NZ_JADKMA010000072.1	32543	No terminal repeats	29	11	0.9014	NA	0	1.9968	NA	NA
NZ_JACHJE010000017.1	150278	No terminal repeats	117	11	0.9752	NA	0	9.2509	NA	NF000138;NF000373;NF012178;NF033135;NF033135;NF012174
NZ_JACHJD010000013.1	265916	No terminal repeats	241	11	0.9783	NA	0	7.1864	NA	NF033135;NF000088;NF012174;NF033117;NF033083
NZ_LGDV01000051.1	144327	No terminal repeats	122	11	0.9204	NA	0	1.9891	NA	NF000051
NZ_AZSS01000030.1	50387	No terminal repeats	47	11	0.8366	NA	1	1.3569	NA	NA
NZ_JOJO01000031.1	89883	No terminal repeats	73	11	0.9895	NA	0	18.3147	NA	NA
NZ_KL571117.1	30714	No terminal repeats	23	11	0.7034	NA	0	2.0047	NA	NF033083;NF012174
NZ_KB896173.1	90847	No terminal repeats	92	11	0.9642	NA	0	4.0808	T_virB11	NF000095;NF033068;NF000402
NZ_CCWO01000011.1	45748	No terminal repeats	48	11	0.9314	NA	0	1.8424	NA	NA
NZ_JAGGOT010000045.1	65366	No terminal repeats	77	11	0.9818	NA	0	6.4504	NA	NA
NZ_JAVRFF010000002.1	322437	No terminal repeats	288	11	0.9589	NA	6	0.4229	MOBP1	NF012171;NF012178;NF033117
NZ_JAJBPF010000023.1	38477	No terminal repeats	40	11	0.9655	NA	1	9.7886	FATA_cd411;FATA_prgIb;FATA_prgF	NA
NZ_JARZAE010000003.1	59453	No terminal repeats	65	11	0.9877	NA	1	12.1979	NA	NA
NZ_BMXL01000030.1	56024	No terminal repeats	53	11	0.9737	NA	0	2.3150	NA	NF033068
NZ_JAGPYF010000014.1	208634	ITR	186	11	0.9812	NA	0	6.4739	NA	NF012174;NF012174;NF000493;NF033134;NF000469;NF000138;NF033105;NF033135;NF012174
NZ_JAVDJW010000056.1	17646	No terminal repeats	18	11	0.8387	NA	0	6.6771	NA	NA
NZ_JADDOP010000034.1	64209	No terminal repeats	63	11	0.9845	NA	0	8.0224	NA	NF033135
NZ_JASBOK010000011.1	106287	No terminal repeats	98	11	0.8234	NA	0	2.5753	NA	NF000095;NF012174
NZ_BCMK01000007.1	190302	No terminal repeats	180	11	0.9872	NA	5	11.1127	MOBP1;MOBP1	NA
NZ_CABHNR010000084.1	37152	No terminal repeats	32	11	0.9396	NA	1	4.1046	NA	NA
NZ_JNZH01000059.1	11579	No terminal repeats	10	11	0.9778	NA	0	3.8250	NA	NA
NZ_AHBF01000047.1	113361	No terminal repeats	88	11	0.9676	NA	0	4.6163	NA	NA
NZ_CP010991.1	121382	No terminal repeats	116	11	0.9913	NA	2	35.0779	NA	NF000493;NF033068
NZ_SCDQ01000109.1	14855	No terminal repeats	7	11	0.8409	NA	0	0.9627	NA	NA
NZ_QOLA01000032.1	63387	No terminal repeats	57	11	0.9193	NA	0	1.9281	NA	NF012174;NF000051;NF033105
NZ_MBLO01000046.1	47060	No terminal repeats	40	11	0.9830	NA	0	1.8384	NA	NA
NZ_JAINVH010000040.1	79621	No terminal repeats	73	11	0.9544	NA	0	6.3729	NA	NF033068;NF000095
NZ_JAHOCE010000025.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAKNRM010000011.1	197146	No terminal repeats	120	11	0.9712	NA	0	6.8806	NA	NF012178;NF033476;NF033156;NF033156;NF000088
NZ_JAPEMM010000003.1	210586	ITR	214	11	0.9414	NA	1	3.9493	NA	NF033129;NF012174;NF012174;NF000373
NZ_JAPEMK010000004.1	383276	No terminal repeats	344	11	0.9425	NA	0	3.2776	NA	NF000095;NF012178;NF012174;NF000469;NF033134;NF033087;NF033088;NF033134
NZ_JAHODW010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JADDOP010000026.1	114193	No terminal repeats	103	11	0.9892	NA	0	21.8438	NA	NA
NZ_RAIE01000817.1	44329	No terminal repeats	49	11	0.9899	NA	0	1.2345	NA	NF033135
NZ_CAAAFR010000059.1	11226	No terminal repeats	10	11	0.9207	NA	0	2.7496	NA	NA
NZ_JAVRES010000016.1	187356	No terminal repeats	168	11	0.9730	NA	0	10.4537	NA	NF000091;NF000052
NZ_JOJM01000010.1	156901	No terminal repeats	137	11	0.9744	NA	0	4.1652	NA	NF033135;NF000025
NZ_JAPEPQ010000003.1	303833	No terminal repeats	203	11	0.9782	NA	2	3.2185	NA	NF012178;NF012174;NF033134;NF033129;NF033145;NF033088;NF033145
NZ_JAHODA010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JABSUC010000028.1	51875	No terminal repeats	51	11	0.9842	NA	0	0.5118	NA	NF000225
NZ_BMSK01000044.1	15119	No terminal repeats	14	11	0.9769	NA	0	4.6563	NA	NA
NZ_JAHOCJ010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAAGKO020000067.1	34658	No terminal repeats	26	11	0.7987	NA	0	2.7397	NA	NF012178;NF033134
NZ_FOFF01000063.1	45711	No terminal repeats	40	11	0.9739	NA	0	9.5619	NA	NA
NZ_JAHODR010000024.1	36857	No terminal repeats	38	11	0.9628	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_FMBY01000079.1	94684	No terminal repeats	79	11	0.9457	NA	0	5.8831	NA	NF000496;NF033068
NZ_JAERRF010000024.1	125831	No terminal repeats	108	11	0.9329	NA	0	2.8740	NA	NF000125;NF000025;NF033135
NZ_SRID01000021.1	38256	No terminal repeats	32	11	0.8111	NA	0	1.8743	NA	NF012174
NZ_PKNX01000047.1	109354	No terminal repeats	64	11	0.9630	NA	0	0.4846	NA	NF012178;NF033476;NF033156;NF033156
NZ_BMSQ01000013.1	265842	No terminal repeats	241	11	0.9781	NA	0	7.1864	NA	NF033135;NF000088;NF012174;NF033117;NF033083
NZ_JADQVH010000029.1	15755	No terminal repeats	26	11	0.7066	NA	0	0.0000	NA	NA
NZ_CCWQ01000009.1	75801	No terminal repeats	74	11	0.9479	NA	0	6.7227	NA	NF012174
NZ_MCGQ01000052.1	245320	No terminal repeats	224	11	0.8948	NA	0	1.2996	NA	NF012212;NF033135;NF033105;NF000496;NF033135
NZ_JASBPA010000010.1	105205	No terminal repeats	100	11	0.8196	NA	0	2.5829	NA	NF012174;NF000095
NZ_JAHOCI010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAHODQ010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_BBYG01000022.1	235789	No terminal repeats	206	11	0.9815	NA	1	12.7205	NA	NF033134
NZ_BIFH01000022.1	338491	No terminal repeats	285	11	0.9606	NA	2	11.2611	NA	NF033103;NF033103;NF033105;NF033134;NF033083;NF012174
NZ_JABSUP010000028.1	53585	No terminal repeats	51	11	0.9857	NA	0	0.4422	NA	NF000225
NZ_FNIX01000023.1	106016	No terminal repeats	88	11	0.9825	NA	0	15.4137	NA	NF033068;NF033068
NZ_JASBPY010000010.1	101438	No terminal repeats	96	11	0.8526	NA	0	1.9338	NA	NF012174;NF000095
NZ_BNBI01000017.1	169484	No terminal repeats	96	11	0.9830	NA	0	11.4161	NA	NF033134
NZ_JAVREU010000024.1	84164	No terminal repeats	72	11	0.9914	NA	2	12.1973	NA	NF033083
NZ_JOAG01000046.1	73745	No terminal repeats	75	11	0.8328	NA	0	4.0660	NA	NF000088;NF033134;NF033129
NZ_JACHWH010000011.1	177554	No terminal repeats	139	11	0.9670	NA	0	8.9195	NA	NF012174;NF033088;NF012174;NF012174
NZ_JAGPYC010000033.1	79922	No terminal repeats	74	11	0.9856	NA	0	19.7918	NA	NF000095
NZ_JAHODP010000024.1	36857	No terminal repeats	38	11	0.9628	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JASBPR010000010.1	128052	No terminal repeats	117	11	0.8321	NA	0	2.0531	NA	NF000095;NF012174
NZ_JARXYD010000003.1	336193	No terminal repeats	249	11	0.9734	NA	0	0.7817	NA	NF012174;NF012174
NZ_JAHODO010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJBPT010000023.1	38475	No terminal repeats	40	11	0.9631	NA	1	9.7886	FATA_cd411;FATA_prgIb;FATA_prgF	NA
NZ_JAVREX010000002.1	732079	No terminal repeats	638	11	0.9803	NA	5	9.6665	MOBP1;MOBP1	NF033156;NF012178;NF000125;NF000095;NF033131;NF033068;NF000469;NF033135;NF012178;NF033134;NF033134;NF000402;NF033134;NF000496;NF033135;NF033135;NF033135;NF000487;NF012174
NZ_KB895946.1	44670	No terminal repeats	45	11	0.9854	NA	0	13.6918	T_virB11	NA
NZ_CCWR01000008.1	75753	No terminal repeats	74	11	0.9476	NA	0	6.7227	NA	NF012174
NZ_JOEW01000034.1	68459	No terminal repeats	56	11	0.9195	NA	0	1.1646	NA	NF033117
NZ_JOIV01000039.1	80791	No terminal repeats	77	11	0.9053	NA	0	6.9401	NA	NF000095
NZ_JACTVJ010000030.1	138645	No terminal repeats	119	11	0.9858	NA	0	18.9548	NA	NF012178
NZ_JAINVZ010000038.1	43224	No terminal repeats	45	11	0.9909	NA	1	20.5630	NA	NA
NZ_JADANO010000003.1	1761737	No terminal repeats	1474	11	0.9872	NA	2	82.3814	T_virB9	NF033129;NF012174;NF033135;NF012174;NF033105;NF012174;NF033129;NF033476;NF000025;NF012174;NF033156;NF012171;NF033134;NF012178;NF033105;NF038208;NF033129;NF012178;NF033135;NF033476;NF012178;NF033068;NF033105;NF000225;NF012171;NF000493;NF000088
NZ_DS570384.1	580333	No terminal repeats	580	11	0.9826	NA	0	15.8397	NA	NF000402;NF033068;NF000261;NF033103;NF033134;NF000025;NF033156
NZ_JAVDJH010000068.1	65977	No terminal repeats	61	11	0.8939	NA	0	8.1345	NA	NF012174;NF000095
NZ_WWIE01000354.1	128969	No terminal repeats	129	11	0.9842	NA	1	10.0391	NA	NF000025
NZ_JAVRFJ010000010.1	232164	No terminal repeats	216	11	0.9840	NA	4	28.9822	MOBP1	NF033083;NF000095;NF000025;NF033083
NZ_JASDCV010000011.1	243647	No terminal repeats	231	11	0.9322	NA	0	3.6691	NA	NF000095;NF000095;NF000095;NF000241;NF033105;NF033068;NF033085
NZ_JAHODS010000024.1	36734	No terminal repeats	37	11	0.9617	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_KB911739.1	66559	No terminal repeats	52	11	0.9822	NA	0	6.5658	NA	NA
NZ_LIWB01000016.1	240291	No terminal repeats	172	11	0.9872	NA	0	15.4318	NA	NF033134;NF033117;NF000496
NZ_CP097290.1	147211	No terminal repeats	74	11	0.9901	NA	0	1.6973	NA	NA
NZ_JAAXPH010000061.1	40229	No terminal repeats	32	11	0.8416	NA	0	2.1353	NA	NF033129;NF033129;NF033129;NF033129;NF033129
NZ_JAATOJ010000021.1	141173	No terminal repeats	129	11	0.9868	NA	0	4.4857	NA	NF033088;NF000091;NF033115
NZ_BMVC01000018.1	194324	No terminal repeats	173	11	0.9752	NA	0	4.9501	NA	NF012178;NF012174;NF000025;NF033129;NF033088;NF033134;NF033156
NZ_BSSM01000003.1	590239	No terminal repeats	553	11	0.9865	NA	0	40.0466	NA	NF000469;NF012171;NF000125;NF012178;NF033145;NF033135;NF000095;NF000095
NZ_AOPZ01000010.1	22005	No terminal repeats	22	11	0.9916	NA	0	9.6210	NA	NA
NZ_JAAGLK010000329.1	92898	No terminal repeats	67	11	0.9491	NA	0	3.9216	NA	NF033135;NF040874
NZ_SOAV01000020.1	51969	No terminal repeats	46	11	0.9875	NA	0	7.5172	NA	NF012176;NF000034
NZ_JAMQOH010000001.1	629342	No terminal repeats	502	11	0.9724	NA	0	1.8794	NA	NF012176;NF012174;NF033135;NF012178;NF000029;NF000373;NF033105;NF000025;NF012212;NF000496;NF033145;NF033117;NF000496;NF012178;NF033135;NF033129
NZ_JAGINS010000002.1	1058841	No terminal repeats	943	11	0.9856	NA	3	16.2262	NA	NF033134;NF000095;NF033134;NF000138;NF000095;NF033068;NF033117;NF012178;NF012178;NF012176;NF033103;NF033135;NF033134
NZ_CCWN01000010.1	45710	No terminal repeats	48	11	0.9332	NA	0	1.8424	NA	NA
NZ_JAGINU010000002.1	281542	No terminal repeats	270	11	0.9853	NA	5	30.0776	MOBP1	NF012178;NF012178;NF033134;NF000469;NF033134;NF033135
NZ_JAGGOT010000005.1	52131	No terminal repeats	53	11	0.9835	NA	2	6.5461	NA	NF012178
NZ_SDLU01000005.1	429377	No terminal repeats	334	11	0.9477	NA	0	13.1195	NA	NF033105;NF033476;NF033135;NF012178;NF012178;NF033114;NF012174;NF033135;NF033135;NF033135;NF033105;NF033134
NZ_JAHOCG010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAJUKK010000025.1	19685	No terminal repeats	18	11	0.9777	NA	0	1.7861	NA	NA
NZ_JARHTP010000009.1	445333	No terminal repeats	377	11	0.9675	NA	0	1.3575	NA	NF000138;NF033135;NF012178;NF000496;NF012174;NF033134;NF033156;NF033134;NF000088;NF033105
NZ_JAHOCU010000024.1	36857	No terminal repeats	38	11	0.9588	NA	1	9.7886	FATA_cd411;FATA_prgIb;FATA_prgF	NA
NZ_JAPEQN010000002.1	1400550	No terminal repeats	1341	11	0.9886	NA	5	200.4564	NA	NF038208;NF033068;NF033105;NF000402;NF000088;NF000095;NF033087;NF000496;NF033134;NF033134;NF012174;NF000095;NF000496;NF000125;NF033068;NF012174;NF033145;NF012176;NF000025
NZ_JAVDKG010000043.1	30921	No terminal repeats	26	11	0.9203	NA	0	6.9527	NA	NF012174
NZ_JASBPD010000017.1	47890	No terminal repeats	40	11	0.7941	NA	0	0.7314	NA	NF012174
NZ_BMVB01000012.1	192685	No terminal repeats	167	11	0.9673	NA	0	1.8654	NA	NF033135;NF033156;NF033068
NZ_JAHODL010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAHRXH010000012.1	137685	No terminal repeats	128	11	0.9578	NA	0	3.2603	NA	NF000052;NF033088
NZ_JAHODI010000024.1	36857	No terminal repeats	38	11	0.9629	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAFIQY010000056.1	50481	No terminal repeats	37	11	0.9839	NA	0	5.1595	NA	NF033083;NF012174;NF033129
NZ_JAHODT010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAMXPJ020000027.1	143749	No terminal repeats	127	11	0.9903	NA	1	19.6296	NA	NA
NZ_JAVDKJ010000042.1	30983	No terminal repeats	27	11	0.9161	NA	0	7.1034	NA	NA
NZ_JAUEPB010000161.1	8908	No terminal repeats	8	11	0.9900	NA	0	3.2183	NA	NA
NZ_JASBOQ010000012.1	105299	No terminal repeats	100	11	0.8200	NA	0	2.5829	NA	NF012174;NF000095
NZ_JACHJY010000017.1	118974	ITR	103	11	0.9860	NA	0	22.8840	NA	NF033135;NF000496;NF033115;NF012174
NZ_CALNDT010000010.1	111611	No terminal repeats	135	11	0.9522	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JAUSWV010000001.1	479047	No terminal repeats	518	11	0.9898	NA	5	92.7604	NA	NF033085;NF033156;NF033068
NZ_FMCU01000028.1	61050	No terminal repeats	62	11	0.9319	NA	0	0.3595	NA	NA
NZ_CP045850.1	1794824	No terminal repeats	1494	11	0.9874	NA	3	84.0638	T_virB9	NF033129;NF012174;NF033135;NF012174;NF033105;NF012174;NF033129;NF033476;NF000025;NF012174;NF033156;NF012171;NF033134;NF012178;NF033105;NF038208;NF033129;NF012178;NF033135;NF033476;NF012178;NF033068;NF033105;NF000225;NF012171;NF000493;NF000088;NF000225
NZ_JADWYT010000507.1	24778	No terminal repeats	26	11	0.9733	NA	0	2.2721	NA	NA
NZ_JACHGN010000015.1	328175	No terminal repeats	284	11	0.9369	NA	0	15.1552	NA	NF000402;NF012176;NF033085;NF000456;NF000025
NZ_JAHODM010000024.1	36859	No terminal repeats	38	11	0.9608	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAHODU010000024.1	36733	No terminal repeats	37	11	0.9627	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_CALNDO010000010.1	111612	No terminal repeats	134	11	0.9603	NA	0	8.1927	FATA_prgIb	NF012174
NZ_RPRS01000010.1	42515	No terminal repeats	41	11	0.9784	NA	0	2.2954	NA	NA
NZ_RPRS01000157.1	14255	No terminal repeats	15	11	0.9488	NA	0	2.7477	NA	NA
NZ_JASBPV010000014.1	42933	No terminal repeats	39	11	0.8685	NA	0	1.8536	NA	NF012174
NZ_MVNW01000325.1	41047	No terminal repeats	37	11	0.9769	NA	0	3.9445	NA	NA
NZ_JAHOCF010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_LFML01000163.1	256795	No terminal repeats	221	11	0.9853	NA	0	3.7285	NA	NF033105;NF000496;NF012178;NF012174;NF033135
NZ_NMUL01000077.1	70008	No terminal repeats	68	11	0.9776	NA	0	6.8052	NA	NF033068
NZ_JABSUE010000034.1	43406	No terminal repeats	42	11	0.9788	NA	0	2.7385	NA	NA
NZ_JASBPX010000014.1	68934	No terminal repeats	64	11	0.9129	NA	0	7.3433	NA	NF012174
NZ_JAILXP010000011.1	42020	No terminal repeats	39	11	0.9522	NA	0	4.8830	NA	NA
NZ_JAAGMQ010000304.1	53341	No terminal repeats	54	11	0.9914	NA	1	16.2391	NA	NF033083;NF033135
NZ_JAIXMK010000013.1	151298	No terminal repeats	153	11	0.9725	NA	0	9.1249	NA	NF012178;NF012174;NF033135;NF033134
NZ_JAIXMK010000051.1	81261	No terminal repeats	63	11	0.9677	NA	0	7.2807	NA	NF033068;NF033135;NF033134
NZ_JNXJ01000048.1	57291	No terminal repeats	41	11	0.9765	NA	0	7.0038	NA	NA
NZ_JAHWGS010000004.1	294120	No terminal repeats	184	11	0.9798	NA	0	5.2200	NA	NF012178;NF012174;NF033134;NF033129;NF033145;NF033088;NF033145
NZ_JAPEPJ010000005.1	33857	No terminal repeats	29	11	0.8392	NA	0	4.2592	NA	NA
NZ_JAGPYE010000025.1	124725	DTR	99	11	0.9914	NA	2	33.9349	NA	NA
NZ_CALNDI010000010.1	111611	No terminal repeats	133	11	0.9521	NA	0	8.1927	FATA_prgIb	NF012174
NZ_JAITYR010000028.1	78647	No terminal repeats	77	11	0.9237	NA	0	2.8099	NA	NF012174;NF033135;NF033135
NZ_JOEL01000013.1	302590	No terminal repeats	262	11	0.9805	NA	1	11.1834	NA	NF033068;NF033114;NF033476;NF000095;NF033476
NZ_CCWS01000008.1	75809	No terminal repeats	74	11	0.9483	NA	0	6.7227	NA	NF012174
NZ_CCWP01000013.1	45727	No terminal repeats	48	11	0.9271	NA	0	1.8424	NA	NA
NZ_JOAG01000067.1	33389	No terminal repeats	24	11	0.8657	NA	0	1.9148	NA	NA
NZ_JAFEXF010000007.1	99503	No terminal repeats	84	11	0.9849	NA	1	4.5727	NA	NF000493
NZ_JAAIIH010000009.1	96423	No terminal repeats	76	11	0.9600	NA	1	6.7725	FATA_cd411;FATA_prgIb;FATA_prgF	NA
NZ_QOLA01000020.1	161010	No terminal repeats	146	11	0.9815	NA	0	2.9362	NA	NF000241;NF033129;NF033145;NF033068;NF000469
NZ_WWHH01000167.1	302590	No terminal repeats	262	11	0.9805	NA	1	11.1834	NA	NF033068;NF033114;NF033476;NF000095;NF033476
NZ_BCML01000028.1	101099	No terminal repeats	90	11	0.9293	NA	0	3.8602	NA	NF033135;NF000088
NZ_NNBP01000047.1	55547	No terminal repeats	58	11	0.9660	NA	0	5.6587	NA	NA
NZ_JAHODZ010000024.1	36858	No terminal repeats	38	11	0.9618	NA	1	9.7886	FATA_prgF;FATA_prgIb;FATA_cd411	NA
NZ_JAPEPA010000002.1	153655	No terminal repeats	165	11	0.9903	NA	5	20.3921	MOBP1;MOBP1	NF038208;NF038208;NF033156;NF000095;NF033068
NZ_JAMFMD010000018.1	135907	No terminal repeats	88	11	0.8462	NA	0	3.3249	NA	NF012178;NF033476
NZ_JAPEPI010000005.1	190150	No terminal repeats	152	11	0.9875	NA	0	27.2067	NA	NF033087;NF033145;NF012176
NZ_JARXZB010000005.1	454517	No terminal repeats	378	11	0.9734	NA	0	4.0031	NA	NF033135;NF033476;NF000125;NF012178;NF033135;NF012174;NF033135
NZ_JASBPT010000013.1	105302	No terminal repeats	100	11	0.8195	NA	0	2.5829	NA	NF012174;NF000095
