	Accession_DB	Localisation	start	end	Nuccore	Close_prophage	Cluster	Type	sys_id	Position	replicon	Assembly	New_clade	Type_defensive	Sys_close	Nb_sys_close	Close_type	Close_sys_id	In_plasmid	Close_conservon	LanC	Dehydra_N_Thiopep	Dehydra	Thiopep_Methyl	Methyl	Thiopep	Transporter
1057	GCF_003261055.1_NZ_CP030073.1_02092	1769934:1771005	1769934	1771005	NZ_CP030073.1	0	GCF_000716935.1_NZ_JNWU01000004.1_06646	lanthipeptide-class-i	GCF_003261055.1_NZ_CP030073.1.region009_lanthipeptide-class-i_1757899_1783091	2092	GCF_003261055.1_NZ_CP030073.1	GCF_003261055.1	Clade 8	Lanthiphage	1.0	1.0	Shedu	GCF_003261055.1_Shedu_1	0	1.0	1	0	1	1	1	0	1
1058	GCF_003264465.1_NZ_PYAA01000017.1_02935	90099:91314	90099	91314	NZ_PYAA01000017.1	0	GCF_003264465.1_NZ_PYAA01000017.1_02935	lanthipeptide-class-i	GCF_003264465.1_NZ_PYAA01000017.1.region001_lanthipeptide-class-i_76936_103417	2935	GCF_003264465.1_NZ_PYAA01000017.1	GCF_003264465.1	Clade 6	Lanthiphage	1.0	1.0	RM_Type_I	GCF_003264465.1_RM_Type_I_3	0	0.0	1	1	0	1	1	0	0
1059	GCF_003265665.1_NZ_KZ836082.1_05352	341176:342574	341176	342574	NZ_KZ836082.1	0	GCF_022699385.1_NZ_CP093846.1_04117	lanthipeptide-class-i	GCF_003265665.1_NZ_KZ836082.1.region002_lanthipeptide-class-i_331177_355910	5352	GCF_003265665.1_NZ_KZ836082.1	GCF_003265665.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1060	GCF_003289645.1_NZ_QLYX01000001.1_04586	525865:526960	525865	526960	NZ_QLYX01000001.1	0	GCF_003289645.1_NZ_QLYX01000001.1_04586	lanthipeptide-class-i	GCF_003289645.1_NZ_QLYX01000001.1.region002_lanthipeptide-class-i_515097_539759	4586	GCF_003289645.1_NZ_QLYX01000001.1	GCF_003289645.1	Clade 4	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
1061	GCF_003289645.1_NZ_QLYX01000002.1_06457	246867:248196	246867	248196	NZ_QLYX01000002.1	0	GCF_003289645.1_NZ_QLYX01000002.1_06457	lanthipeptide-class-i	GCF_003289645.1_NZ_QLYX01000002.1.region002_lanthipeptide-class-i_234049_258197	6457	GCF_003289645.1_NZ_QLYX01000002.1	GCF_003289645.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	1	0	0
1062	GCF_003289645.1_NZ_QLYX01000004.1_00110	26521:27727	26521	27727	NZ_QLYX01000004.1	0	GCF_003289645.1_NZ_QLYX01000004.1_00110	lanthipeptide-class-i	GCF_003289645.1_NZ_QLYX01000004.1.region001_lanthipeptide-class-i_15915_39541	110	GCF_003289645.1_NZ_QLYX01000004.1	GCF_003289645.1	Clade 5	Lanthiphage	1.0	1.0	BREX_VI	GCF_003289645.1_BREX_VI_12	0	0.0	1	1	0	0	1	1	0
1063	GCF_003289645.1_NZ_QLYX01000004.1_00595	519414:520587	519414	520587	NZ_QLYX01000004.1	0	GCF_003289645.1_NZ_QLYX01000004.1_00595	lanthipeptide-class-i	GCF_003289645.1_NZ_QLYX01000004.1.region002_lanthipeptide-class-i_508447_533689	595	GCF_003289645.1_NZ_QLYX01000004.1	GCF_003289645.1	Clade 2	Lanthiphage	0.0				0	0.0	1	0	1	0	2	1	0
1064	GCF_003298855.1_NZ_QNTW01000003.1_01078	19600:20863	19600	20863	NZ_QNTW01000003.1	0	GCF_003612775.1_NZ_CP024087.1_00852	lanthipeptide-class-i	GCF_003298855.1_NZ_QNTW01000003.1.region001_lanthipeptide-class-i_6589_32960	1078	GCF_003298855.1_NZ_QNTW01000003.1	GCF_003298855.1	Clade 6	Lanthiphage	1.0	1.0	RM_Type_I	GCF_003298855.1_RM_Type_I_7	1	0.0	1	0	0	1	1	1	0
1065	GCF_003311645.1_NZ_QEST01000055.1_03246	2409:3546	2409	3546	NZ_QEST01000055.1	0	GCF_003311645.1_NZ_QEST01000055.1_03246	lanthipeptide-class-i	GCF_003311645.1_NZ_QEST01000055.1.region001_lanthipeptide-class-i_1_14387	3246	GCF_003311645.1_NZ_QEST01000055.1	GCF_003311645.1	Clade 3	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
1066	GCF_003311645.1_NZ_QEST01000096.1_05502	164871:166068	164871	166068	NZ_QEST01000096.1	0	GCF_003311645.1_NZ_QEST01000096.1_05502	lanthipeptide-class-i	GCF_003311645.1_NZ_QEST01000096.1.region001_lanthipeptide-class-i_154872_178888	5502	GCF_003311645.1_NZ_QEST01000096.1	GCF_003311645.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	1	0	2
1067	GCF_003311645.1_NZ_QEST01000167.1_01412	41181:42378	41181	42378	NZ_QEST01000167.1	0	GCF_003311645.1_NZ_QEST01000167.1_01412	lanthipeptide-class-i	GCF_003311645.1_NZ_QEST01000167.1.region002_lanthipeptide-class-i_31182_47049	1412	GCF_003311645.1_NZ_QEST01000167.1	GCF_003311645.1	Clade 7	Lanthiphage	0.0				1	0.0	1	1	0	0	1	0	0
1068	GCF_003311645.1_NZ_QEST01000184.1_03463	219349:220654	219349	220654	NZ_QEST01000184.1	0	GCF_003626585.1_NZ_RBDX01000009.1_02663	lanthipeptide-class-i	GCF_003311645.1_NZ_QEST01000184.1.region003_lanthipeptide-class-i_209350_233847	3463	GCF_003311645.1_NZ_QEST01000184.1	GCF_003311645.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	6
1069	GCF_003311645.1_NZ_QEST01000287.1_04921	72859:74095	72859	74095	NZ_QEST01000287.1	0	GCF_003311645.1_NZ_QEST01000287.1_04921	lanthipeptide-class-i	GCF_003311645.1_NZ_QEST01000287.1.region001_lanthipeptide-class-i_59786_84969	4921	GCF_003311645.1_NZ_QEST01000287.1	GCF_003311645.1	Clade 5	Lanthiphage	1.0	1.0	RM_Type_II	GCF_003311645.1_RM_Type_II_8	0	0.0	1	1	0	0	1	1	2
1070	GCF_003311655.1_NZ_QEQT01000065.1_07017	14193:15444	14193	15444	NZ_QEQT01000065.1	0	GCF_000244955.1_NZ_CM001439.1_00106	lanthipeptide-class-i	GCF_003311655.1_NZ_QEQT01000065.1.region001_lanthipeptide-class-i_1084_27584	7017	GCF_003311655.1_NZ_QEQT01000065.1	GCF_003311655.1	Clade 10	Lanthiphage	0.0				1	0.0	1	1	0	1	0	0	1
1071	GCF_003312875.1_NZ_CP015163.1_04964	5304527:5305778	5304527	5305778	NZ_CP015163.1	0	GCF_000244955.1_NZ_CM001439.1_00106	lanthipeptide-class-i	GCF_003312875.1_NZ_CP015163.1.region021_lanthipeptide-class-i_5292389_5318889	4964	GCF_003312875.1_NZ_CP015163.1	GCF_003312875.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	1	0	1
1072	GCF_003313395.1_NZ_QNFZ01001035.1_03721	10865:11930	10865	11930	NZ_QNFZ01001035.1	0	GCF_003313395.1_NZ_QNFZ01001035.1_03721	lanthipeptide-class-i	GCF_003313395.1_NZ_QNFZ01001035.1.region001_lanthipeptide-class-i_1_20789	3721	GCF_003313395.1_NZ_QNFZ01001035.1	GCF_003313395.1	Clade 8	Lanthiphage	0.0				1	0.0	1	0	1	1	0	0	0
1073	GCF_003315795.1_NZ_QMEY01000002.1_08189	26767:27865	26767	27865	NZ_QMEY01000002.1	0	GCF_003236385.1_NZ_POUA01000244.1_03003	lanthipeptide-class-i	GCF_003315795.1_NZ_QMEY01000002.1.region001_lanthipeptide-class-i_16052_40598	8189	GCF_003315795.1_NZ_QMEY01000002.1	GCF_003315795.1	Clade 2	Lanthiphage	1.0	2.0	CBASS_II|RM_Type_I	GCF_003315795.1_CBASS_II_9|GCF_003315795.1_RM_Type_I_12	0	0.0	1	0	1	0	1	1	0
1074	GCF_003315795.1_NZ_QMEY01000012.1_07897	21116:22364	21116	22364	NZ_QMEY01000012.1	0	GCF_003315795.1_NZ_QMEY01000012.1_07897	lanthipeptide-class-i	GCF_003315795.1_NZ_QMEY01000012.1.region001_lanthipeptide-class-i_8121_33316	7897	GCF_003315795.1_NZ_QMEY01000012.1	GCF_003315795.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
1075	GCF_003315795.1_NZ_QMEY01000014.1_05518	191826:193215	191826	193215	NZ_QMEY01000014.1	0	GCF_003315795.1_NZ_QMEY01000014.1_05518	lanthipeptide-class-i	GCF_003315795.1_NZ_QMEY01000014.1.region001_lanthipeptide-class-i_181018_206293	5518	GCF_003315795.1_NZ_QMEY01000014.1	GCF_003315795.1	Clade 5	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
1076	GCF_003315795.1_NZ_QMEY01000015.1_07753	58368:59685	58368	59685	NZ_QMEY01000015.1	0	GCF_003315795.1_NZ_QMEY01000015.1_07753	lanthipeptide-class-i	GCF_003315795.1_NZ_QMEY01000015.1.region001_lanthipeptide-class-i_48369_72634	7753	GCF_003315795.1_NZ_QMEY01000015.1	GCF_003315795.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	0
1077	GCF_003315795.1_NZ_QMEY01000024.1_06880	127800:129057	127800	129057	NZ_QMEY01000024.1	0	GCF_003236385.1_NZ_POUA01000006.1_04067	lanthipeptide-class-i	GCF_003315795.1_NZ_QMEY01000024.1.region002_lanthipeptide-class-i_115544_135317	6880	GCF_003315795.1_NZ_QMEY01000024.1	GCF_003315795.1	Clade 8	Lanthiphage	0.0				0	0.0	1	0	1	1	0	0	1
1078	GCF_003323715.1_NZ_QOIN01000045.1_04885	55232:56765	55232	56765	NZ_QOIN01000045.1	0	GCF_022699385.1_NZ_CP093846.1_01553	lanthipeptide-class-i	GCF_003323715.1_NZ_QOIN01000045.1.region001_lanthipeptide-class-i_45233_71183	4885	GCF_003323715.1_NZ_QOIN01000045.1	GCF_003323715.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	1
1079	GCF_003323715.1_NZ_QOIN01000048.1_01735	16622:18134	16622	18134	NZ_QOIN01000048.1	0	GCF_022699385.1_NZ_CP093846.1_04117	lanthipeptide-class-i	GCF_003323715.1_NZ_QOIN01000048.1.region001_lanthipeptide-class-i_6623_31437	1735	GCF_003323715.1_NZ_QOIN01000048.1	GCF_003323715.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1080	GCF_003323735.1_NZ_QOIM01000018.1_06252	237902:239174	237902	239174	NZ_QOIM01000018.1	0	GCF_031157275.1_NZ_JAVIFW010000020.1_03076	lanthipeptide-class-i	GCF_003323735.1_NZ_QOIM01000018.1.region001_lanthipeptide-class-i_225794_252156	6252	GCF_003323735.1_NZ_QOIM01000018.1	GCF_003323735.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	0	0	0	0
1081	GCF_003323735.1_NZ_QOIM01000024.1_00589	226632:228105	226632	228105	NZ_QOIM01000024.1	0	GCF_022699385.1_NZ_CP093846.1_04117	lanthipeptide-class-i	GCF_003323735.1_NZ_QOIM01000024.1.region001_lanthipeptide-class-i_213337_238106	589	GCF_003323735.1_NZ_QOIM01000024.1	GCF_003323735.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1082	GCF_003323735.1_NZ_QOIM01000038.1_03256	222310:223840	222310	223840	NZ_QOIM01000038.1	0	GCF_022699385.1_NZ_CP093846.1_01553	lanthipeptide-class-i	GCF_003323735.1_NZ_QOIM01000038.1.region002_lanthipeptide-class-i_212311_238414	3256	GCF_003323735.1_NZ_QOIM01000038.1	GCF_003323735.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	0	1	0	0	1	1
1083	GCF_003323745.1_NZ_QOIL01000011.1_03133	222674:223829	222674	223829	NZ_QOIL01000011.1	0	GCF_003323745.1_NZ_QOIL01000011.1_03133	lanthipeptide-class-i	GCF_003323745.1_NZ_QOIL01000011.1.region001_lanthipeptide-class-i_209583_234780	3133	GCF_003323745.1_NZ_QOIL01000011.1	GCF_003323745.1	Clade 2	Lanthiphage	1.0	1.0	RM_Type_I	GCF_003323745.1_RM_Type_I_2	0	0.0	1	1	0	0	1	1	0
1084	GCF_003323745.1_NZ_QOIL01000028.1_06459	113835:115104	113835	115104	NZ_QOIL01000028.1	0	GCF_003323745.1_NZ_QOIL01000028.1_06459	lanthipeptide-class-i	GCF_003323745.1_NZ_QOIL01000028.1.region002_lanthipeptide-class-i_100906_127242	6459	GCF_003323745.1_NZ_QOIL01000028.1	GCF_003323745.1	Clade 9	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	3
1085	GCF_003323745.1_NZ_QOIL01000035.1_03257	38495:39569	38495	39569	NZ_QOIL01000035.1	0	GCF_003323745.1_NZ_QOIL01000035.1_03257	lanthipeptide-class-i	GCF_003323745.1_NZ_QOIL01000035.1.region002_lanthipeptide-class-i_25737_50381	3257	GCF_003323745.1_NZ_QOIL01000035.1	GCF_003323745.1	Clade 4	Lanthiphage	0.0				1	1.0	1	1	0	0	1	1	1
1086	GCF_003324565.1_NZ_QOLA01000020.1_07423	39211:40519	39211	40519	NZ_QOLA01000020.1	0	GCF_001418465.1_NZ_LIQU01000084.1_02946	lanthipeptide-class-i	GCF_003324565.1_NZ_QOLA01000020.1.region001_lanthipeptide-class-i_26105_50520	7423	GCF_003324565.1_NZ_QOLA01000020.1	GCF_003324565.1	Non Defensive	lanthipeptide-class-i	0.0				1	0.0	1	1	0	0	0	0	1
1087	GCF_003344905.1_NZ_QQBH01000016.1_02223	285176:286436	285176	286436	NZ_QQBH01000016.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_003344905.1_NZ_QQBH01000016.1.region001_lanthipeptide-class-i_272092_298546	2223	GCF_003344905.1_NZ_QQBH01000016.1	GCF_003344905.1	Clade 9	Lanthiphage	0.0				0	1.0	1	1	0	1	0	0	0
1088	GCF_003344965.1_NZ_CP031194.1_00907	1070673:1071933	1070673	1071933	NZ_CP031194.1	0	GCF_024349765.1_NZ_AP026073.1_01831	lanthipeptide-class-i	GCF_003344965.1_NZ_CP031194.1.region006_lanthipeptide-class-i_1059139_1082953	907	GCF_003344965.1_NZ_CP031194.1	GCF_003344965.1	Clade 9	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	0
1089	GCF_003344965.1_NZ_CP031194.1_04150	4881221:4882436	4881221	4882436	NZ_CP031194.1	0	GCF_003344965.1_NZ_CP031194.1_04150	lanthipeptide-class-i	GCF_003344965.1_NZ_CP031194.1.region017_lanthipeptide-class-i_4870218_4895514	4150	GCF_003344965.1_NZ_CP031194.1	GCF_003344965.1	Clade 1	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	1
1090	GCF_003350445.1_NZ_QQAU01000001.1_06422	1235087:1236299	1235087	1236299	NZ_QQAU01000001.1	0	GCF_003350445.1_NZ_QQAU01000001.1_06422	lanthipeptide-class-i	GCF_003350445.1_NZ_QQAU01000001.1.region007_lanthipeptide-class-i_1221936_1247262	6422	GCF_003350445.1_NZ_QQAU01000001.1	GCF_003350445.1	Clade 2	Lanthiphage	1.0	1.0	Lamassu-Lipase	GCF_003350445.1_Lamassu-Lipase_2	0	0.0	1	0	1	0	1	1	0
1091	GCF_003350445.1_NZ_QQAU01000011.1_02666	152049:153234	152049	153234	NZ_QQAU01000011.1	0	GCF_003350445.1_NZ_QQAU01000011.1_02666	lanthipeptide-class-i	GCF_003350445.1_NZ_QQAU01000011.1.region002_lanthipeptide-class-i_139042_163235	2666	GCF_003350445.1_NZ_QQAU01000011.1	GCF_003350445.1	Clade 7	Lanthiphage	1.0	1.0	BREX_II	GCF_003350445.1_BREX_II_13	0	0.0	1	1	0	0	1	0	0
1092	GCF_003351365.1_NZ_CP031263.1_05811	6493675:6494899	6493675	6494899	NZ_CP031263.1	0	GCF_004348525.1_NZ_SMKG01000030.1_05021	lanthipeptide-class-i	GCF_003351365.1_NZ_CP031263.1.region018_lanthipeptide-class-i_6480668_6505730	5811	GCF_003351365.1_NZ_CP031263.1	GCF_003351365.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	2	1	0
1093	GCF_003353555.1_NZ_QRAT01000002.1_01778	2224353:2225619	2224353	2225619	NZ_QRAT01000002.1	0	GCF_009865365.1_NZ_WWJS01000031.1_01053	lanthipeptide-class-i	GCF_003353555.1_NZ_QRAT01000002.1.region007_lanthipeptide-class-i_2211262_2237711	1778	GCF_003353555.1_NZ_QRAT01000002.1	GCF_003353555.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	0	0	1
1094	GCF_003355155.1_NZ_CP031320.1_06193	7364552:7366058	7364552	7366058	NZ_CP031320.1	0	GCF_003355155.1_NZ_CP031320.1_06193	lanthipeptide-class-i	GCF_003355155.1_NZ_CP031320.1.region034_lanthipeptide-class-i_7351359_7376059	6193	GCF_003355155.1_NZ_CP031320.1	GCF_003355155.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
1095	GCF_003385175.1_NZ_PQHY01000038.1_03385	5824:6976	5824	6976	NZ_PQHY01000038.1	0	GCF_000473265.1_NZ_KI421511.1_05013	lanthipeptide-class-i	GCF_003385175.1_NZ_PQHY01000038.1.region001_lanthipeptide-class-i_1_20029	3385	GCF_003385175.1_NZ_PQHY01000038.1	GCF_003385175.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
1096	GCF_003385185.1_NZ_PQHZ01000068.1_00281	12886:14137	12886	14137	NZ_PQHZ01000068.1	0	GCF_000244955.1_NZ_CM001439.1_00106	lanthipeptide-class-i	GCF_003385185.1_NZ_PQHZ01000068.1.region001_lanthipeptide-class-i_1_26277	281	GCF_003385185.1_NZ_PQHZ01000068.1	GCF_003385185.1	Clade 10	Lanthiphage	0.0				1	0.0	1	1	0	1	1	0	1
1097	GCF_003385215.1_NZ_PQHW01000034.1_06030	54219:55371	54219	55371	NZ_PQHW01000034.1	0	GCF_000473265.1_NZ_KI421511.1_05013	lanthipeptide-class-i	GCF_003385215.1_NZ_PQHW01000034.1.region002_lanthipeptide-class-i_41213_60983	6030	GCF_003385215.1_NZ_PQHW01000034.1	GCF_003385215.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	0
1098	GCF_003386555.1_NZ_QTTT01000001.1_04350	4979663:4980866	4979663	4980866	NZ_QTTT01000001.1	0	GCF_003386555.1_NZ_QTTT01000001.1_04350	lanthipeptide-class-i	GCF_003386555.1_NZ_QTTT01000001.1.region013_lanthipeptide-class-i_4966686_4992987	4350	GCF_003386555.1_NZ_QTTT01000001.1	GCF_003386555.1	Clade 10	Lanthiphage	1.0	1.0	DISARM_1	GCF_003386555.1_DISARM_1_1	0	0.0	1	1	0	1	0	0	0
1099	GCF_003387455.1_NZ_QUNN01000001.1_00281	340452:341853	340452	341853	NZ_QUNN01000001.1	0	GCF_003671685.1_NZ_RAIG01000561.1_02237	lanthipeptide-class-i	GCF_003387455.1_NZ_QUNN01000001.1.region003_lanthipeptide-class-i_327295_351854	281	GCF_003387455.1_NZ_QUNN01000001.1	GCF_003387455.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	2
1100	GCF_003408515.1_NZ_CP030865.1_05472	6188792:6190079	6188792	6190079	NZ_CP030865.1	0	GCF_001652995.1_NZ_BBVA01000002.1_02041	lanthipeptide-class-i	GCF_003408515.1_NZ_CP030865.1.region019_lanthipeptide-class-i_6176720_6203184	5472	GCF_003408515.1_NZ_CP030865.1	GCF_003408515.1	Clade 10	Lanthiphage	1.0	1.0	RM_Type_II	GCF_003408515.1_RM_Type_II_2	0	0.0	1	1	0	1	0	0	0
1101	GCF_003419945.1_NZ_QVFU01000076.1_04120	9277:10516	9277	10516	NZ_QVFU01000076.1	0	GCF_014764405.1_NZ_CP061725.1_02517	lanthipeptide-class-i	GCF_003419945.1_NZ_QVFU01000076.1.region001_lanthipeptide-class-i_1_12982	4120	GCF_003419945.1_NZ_QVFU01000076.1	GCF_003419945.1	Other	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
1102	GCF_003427465.1_NZ_QPFC01000014.1_02210	1689:2847	1689	2847	NZ_QPFC01000014.1	0	GCF_001029525.1_NZ_LEKI01000032.1_02779	lanthipeptide-class-i	GCF_003427465.1_NZ_QPFC01000014.1.region001_lanthipeptide-class-i_1_5434	2210	GCF_003427465.1_NZ_QPFC01000014.1	GCF_003427465.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1103	GCF_003428695.1_NZ_QURH01000224.1_01467	19249:20323	19249	20323	NZ_QURH01000224.1	0	GCF_003696215.1_NZ_RFFG01000042.1_06352	lanthipeptide-class-i	GCF_003428695.1_NZ_QURH01000224.1.region001_lanthipeptide-class-i_6476_31126	1467	GCF_003428695.1_NZ_QURH01000224.1	GCF_003428695.1	Clade 4	Lanthiphage	1.0	1.0	Septu	GCF_003428695.1_Septu_4	1	0.0	1	1	0	0	1	1	3
1104	GCF_003432485.1_NZ_QVNQ01000013.1_05222	48862:50104	48862	50104	NZ_QVNQ01000013.1	0	GCF_004348535.1_NZ_SMJX01000042.1_04021	lanthipeptide-class-i	GCF_003432485.1_NZ_QVNQ01000013.1.region001_lanthipeptide-class-i_35790_62228	5222	GCF_003432485.1_NZ_QVNQ01000013.1	GCF_003432485.1	Clade 1	Lanthiphage	1.0	2.0	AbiE|RM_Type_I	GCF_003432485.1_AbiE_1|GCF_003432485.1_RM_Type_I_10	0	0.0	1	1	0	0	1	1	0
1105	GCF_003454755.1_NZ_CP032052.1_02265	1803556:1804657	1803556	1804657	NZ_CP032052.1	0	GCF_000154925.1_NZ_DS570651.1_03749	lanthipeptide-class-i	GCF_003454755.1_NZ_CP032052.1.region015_lanthipeptide-class-i_1793770_1816634	2265	GCF_003454755.1_NZ_CP032052.1	GCF_003454755.1	Clade 1	Lanthiphage	1.0	1.0	CBASS_II	GCF_003454755.1_CBASS_II_7	0	0.0	1	1	0	0	1	1	0
1106	GCF_003454755.1_NZ_CP032052.1_04094	3998274:3999504	3998274	3999504	NZ_CP032052.1	0	GCF_000154925.1_NZ_DS570630.1_02994	lanthipeptide-class-i	GCF_003454755.1_NZ_CP032052.1.region020_lanthipeptide-class-i_3987421_4012519	4094	GCF_003454755.1_NZ_CP032052.1	GCF_003454755.1	Clade 5	Lanthiphage	0.0				0	0.0	1	1	0	0	1	1	0
1107	GCF_003501885.1_NZ_QWFA01000001.1_04142	47603:48869	47603	48869	NZ_QWFA01000001.1	0	GCF_009865365.1_NZ_WWJS01000031.1_01053	lanthipeptide-class-i	GCF_003501885.1_NZ_QWFA01000001.1.region002_lanthipeptide-class-i_34512_60961	4142	GCF_003501885.1_NZ_QWFA01000001.1	GCF_003501885.1	Clade 10	Lanthiphage	1.0	1.0	Avs_III	GCF_003501885.1_Avs_III_1	1	0.0	1	1	0	1	0	0	0
1108	GCF_003574835.2_NZ_CP063196.1_01990	2189814:2191044	2189814	2191044	NZ_CP063196.1	0	GCF_003574835.2_NZ_CP063196.1_01990	lanthipeptide-class-i	GCF_003574835.2_NZ_CP063196.1.region010_lanthipeptide-class-i_2176771_2201045	1990	GCF_003574835.2_NZ_CP063196.1	GCF_003574835.2	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	2	0	0
1109	GCF_003581605.1_NZ_QXIQ01000061.1_01810	27480:28710	27480	28710	NZ_QXIQ01000061.1	0	GCF_003581605.1_NZ_QXIQ01000061.1_01810	lanthipeptide-class-i	GCF_003581605.1_NZ_QXIQ01000061.1.region001_lanthipeptide-class-i_14440_33900	1810	GCF_003581605.1_NZ_QXIQ01000061.1	GCF_003581605.1	Clade 5	Lanthiphage	0.0				1	0.0	1	1	0	0	1	1	0
1110	GCF_003584805.1_NZ_PCGS01000017.1_08423	28493:29768	28493	29768	NZ_PCGS01000017.1	0	GCF_000242715.1_NZ_AHBF01000028.1_08112	lanthipeptide-class-i	GCF_003584805.1_NZ_PCGS01000017.1.region001_lanthipeptide-class-i_16391_42837	8423	GCF_003584805.1_NZ_PCGS01000017.1	GCF_003584805.1	Clade 10	Lanthiphage	0.0				0	0.0	1	1	0	1	1	0	0
1111	GCF_003584815.1_NZ_PCGT01000020.1_02083	24497:25730	24497	25730	NZ_PCGT01000020.1	0	GCF_014930405.1_NZ_JABXWJ010000010.1_01241	lanthipeptide-class-i	GCF_003584815.1_NZ_PCGT01000020.1.region001_lanthipeptide-class-i_11496_36800	2083	GCF_003584815.1_NZ_PCGT01000020.1	GCF_003584815.1	Clade 2	Lanthiphage	0.0				1	1.0	1	1	0	0	2	1	0
1112	GCF_003584825.1_NZ_PCGU01000060.1_03437	26950:28030	26950	28030	NZ_PCGU01000060.1	0	GCF_020982545.1_NZ_JAJKLK010000003.1_02310	lanthipeptide-class-i	GCF_003584825.1_NZ_PCGU01000060.1.region001_lanthipeptide-class-i_13904_28031	3437	GCF_003584825.1_NZ_PCGU01000060.1	GCF_003584825.1	Clade 1	Lanthiphage	0.0				0	0.0	1	1	0	0	2	0	0
1113	GCF_003594875.1_NZ_QZEY01000014.1_05229	141094:142405	141094	142405	NZ_QZEY01000014.1	0	GCF_003594875.1_NZ_QZEY01000014.1_05229	lanthipeptide-class-i	GCF_003594875.1_NZ_QZEY01000014.1.region001_lanthipeptide-class-i_131095_155465	5229	GCF_003594875.1_NZ_QZEY01000014.1	GCF_003594875.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
1114	GCF_003594875.1_NZ_QZEY01000019.1_03268	67531:68647	67531	68647	NZ_QZEY01000019.1	0	GCF_003594875.1_NZ_QZEY01000019.1_03268	lanthipeptide-class-i	GCF_003594875.1_NZ_QZEY01000019.1.region002_lanthipeptide-class-i_54518_78648	3268	GCF_003594875.1_NZ_QZEY01000019.1	GCF_003594875.1	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	2	0	1
1115	GCF_003595545.1_NZ_CP022545.1_00274	256861:258088	256861	258088	NZ_CP022545.1	0	GCF_003595545.1_NZ_CP022545.1_00274	lanthipeptide-class-i	GCF_003595545.1_NZ_CP022545.1.region001_lanthipeptide-class-i_244467_267352	274	GCF_003595545.1_NZ_CP022545.1	GCF_003595545.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	1	0	0
1116	GCF_003595545.1_NZ_CP022545.1_03147	3930295:3931447	3930295	3931447	NZ_CP022545.1	1	GCF_016741935.1_NZ_JAERRG010000052.1_08350	lanthipeptide-class-i	GCF_003595545.1_NZ_CP022545.1.region022_lanthipeptide-class-i_3920406_3943748	3147	GCF_003595545.1_NZ_CP022545.1	GCF_003595545.1	Clade 7	Lanthiphage	0.0				0	0.0	1	1	0	0	1	0	0
1117	GCF_003595545.1_NZ_CP022545.1_07407	9106139:9107435	9106139	9107435	NZ_CP022545.1	0	GCF_000721535.1_NZ_JOIK01000005.1_06868	lanthipeptide-class-i	GCF_003595545.1_NZ_CP022545.1.region037_lanthipeptide-class-i_9096140_9120594	7407	GCF_003595545.1_NZ_CP022545.1	GCF_003595545.1	Non Defensive	lanthipeptide-class-i	0.0				0	0.0	1	1	0	0	0	0	1
